<run.halo.app.controller.admin.api.SheetController$$InterceptorProxy: void <init>()>-><synthetic.method.SingletonFactory: run.halo.app.controller.admin.api.SheetController getSheetController()>
<run.halo.app.controller.admin.api.SheetCommentController$$InterceptorProxy: java.util.List updateStatusInBatch(run.halo.app.model.enums.CommentStatus,java.util.List,javax.servlet.http.HttpSession,javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse)>-><org.springframework.boot.actuate.metrics.web.servlet.LongTaskTimingHandlerInterceptor: void <init>(io.micrometer.core.instrument.MeterRegistry,org.springframework.boot.actuate.metrics.web.servlet.WebMvcTagsProvider)>
<run.halo.app.controller.content.MainController$$InterceptorProxy: void logo(javax.servlet.http.HttpServletResponse,javax.servlet.http.HttpSession,javax.servlet.http.HttpServletRequest)>-><org.springframework.web.servlet.handler.ConversionServiceExposingInterceptor: boolean preHandle(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse,java.lang.Object)>
<run.halo.app.controller.admin.api.OptionController$$InterceptorProxy: java.util.Map listAllWithMapView(java.util.List,javax.servlet.http.HttpSession,javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse)>-><org.springframework.web.servlet.handler.ConversionServiceExposingInterceptor: void <init>(org.springframework.core.convert.ConversionService)>
<run.halo.app.controller.admin.api.SheetCommentController$$InterceptorProxy: run.halo.app.model.dto.BaseCommentDTO updateBy(run.halo.app.model.params.SheetCommentParam,java.lang.Long,javax.servlet.http.HttpSession,javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse)>-><org.springframework.web.servlet.resource.ResourceUrlProviderExposingInterceptor: boolean preHandle(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse,java.lang.Object)>
<run.halo.app.controller.admin.api.MenuController$$InterceptorProxy: java.util.List listAsTree(org.springframework.data.domain.Sort,javax.servlet.http.HttpSession,javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse)>-><run.halo.app.controller.admin.api.MenuController$$SpringCGLIB: java.util.List listAsTree(org.springframework.data.domain.Sort)>
<run.halo.app.controller.admin.api.PostController$$InterceptorProxy: void likes(java.lang.Integer,javax.servlet.http.HttpSession,javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse)>-><org.springframework.web.servlet.resource.ResourceUrlProviderExposingInterceptor: void <init>(org.springframework.web.servlet.resource.ResourceUrlProvider)>
<run.halo.app.controller.content.ContentContentController$$InterceptorProxy: java.lang.String content(java.lang.Integer,java.lang.Integer,java.lang.Integer,java.lang.String,java.lang.String,org.springframework.ui.Model,javax.servlet.http.HttpSession,javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse)>-><org.springframework.boot.actuate.metrics.web.servlet.LongTaskTimingHandlerInterceptor: void <init>(io.micrometer.core.instrument.MeterRegistry,org.springframework.boot.actuate.metrics.web.servlet.WebMvcTagsProvider)>
<run.halo.app.controller.admin.api.CategoryController$$InterceptorProxy: void deletePermanently(java.lang.Integer,javax.servlet.http.HttpSession,javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse)>-><org.springframework.web.servlet.resource.ResourceUrlProviderExposingInterceptor: void <init>(org.springframework.web.servlet.resource.ResourceUrlProvider)>
<run.halo.app.controller.content.api.StatisticController$$InterceptorProxy: run.halo.app.model.dto.StatisticWithUserDTO statisticsWithUser(javax.servlet.http.HttpSession,javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse)>-><org.springframework.boot.actuate.metrics.web.servlet.LongTaskTimingHandlerInterceptor: void afterCompletion(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse,java.lang.Object,java.lang.Exception)>
<run.halo.app.controller.admin.api.ThemeController$$InterceptorProxy: run.halo.app.handler.theme.config.support.ThemeProperty updateThemeByUpload(java.lang.String,org.springframework.web.multipart.MultipartFile,javax.servlet.http.HttpSession,javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse)>-><run.halo.app.controller.admin.api.ThemeController$$SpringCGLIB: void <init>()>
<run.halo.app.controller.content.api.StatisticController$$InterceptorProxy: run.halo.app.model.dto.StatisticWithUserDTO statisticsWithUser(javax.servlet.http.HttpSession,javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse)>-><org.springframework.boot.actuate.metrics.web.servlet.LongTaskTimingHandlerInterceptor: void <init>(io.micrometer.core.instrument.MeterRegistry,org.springframework.boot.actuate.metrics.web.servlet.WebMvcTagsProvider)>
<run.halo.app.controller.admin.api.ThemeController$$InterceptorProxy: java.util.List customSheetTemplate(javax.servlet.http.HttpSession,javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse)>-><org.springframework.boot.actuate.metrics.web.servlet.LongTaskTimingHandlerInterceptor: boolean preHandle(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse,java.lang.Object)>
<run.halo.app.controller.admin.api.AdminController$$InterceptorProxy: run.halo.app.model.dto.EnvironmentDTO getEnvironments(javax.servlet.http.HttpSession,javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse)>-><org.springframework.web.servlet.resource.ResourceUrlProviderExposingInterceptor: boolean preHandle(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse,java.lang.Object)>
<run.halo.app.controller.content.ContentContentController$$InterceptorProxy: java.lang.String content(java.lang.Integer,java.lang.Integer,java.lang.String,java.lang.String,org.springframework.ui.Model,javax.servlet.http.HttpSession,javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse)>-><org.springframework.boot.actuate.metrics.web.servlet.LongTaskTimingHandlerInterceptor: void afterCompletion(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse,java.lang.Object,java.lang.Exception)>
<run.halo.app.controller.content.api.OptionController$$InterceptorProxy: run.halo.app.model.support.BaseResponse getBy(java.lang.String,javax.servlet.http.HttpSession,javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse)>-><org.springframework.boot.actuate.metrics.web.servlet.LongTaskTimingHandlerInterceptor: void <init>(io.micrometer.core.instrument.MeterRegistry,org.springframework.boot.actuate.metrics.web.servlet.WebMvcTagsProvider)>
<run.halo.app.controller.admin.api.BackupController$$InterceptorProxy: run.halo.app.model.dto.BackupDTO exportMarkdowns(run.halo.app.model.params.PostMarkdownParam,javax.servlet.http.HttpSession,javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse)>-><org.springframework.boot.actuate.metrics.web.servlet.LongTaskTimingHandlerInterceptor: void afterCompletion(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse,java.lang.Object,java.lang.Exception)>
<run.halo.app.controller.admin.api.TagController$$InterceptorProxy: void <init>()>-><synthetic.method.SingletonFactory: run.halo.app.controller.admin.api.TagController getTagController()>
<run.halo.app.controller.admin.api.OptionController$$InterceptorProxy: org.springframework.web.servlet.resource.ResourceUrlProvider getResourceUrlProviderInstance()>-><org.springframework.web.servlet.resource.ResourceUrlProvider: void setHandlerMap(java.util.Map)>
<run.halo.app.controller.content.api.SheetController$$InterceptorProxy: run.halo.app.model.vo.SheetDetailVO getBy(java.lang.Integer,java.lang.Boolean,java.lang.Boolean,javax.servlet.http.HttpSession,javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse)>-><run.halo.app.controller.content.api.SheetController$$SpringCGLIB: run.halo.app.model.vo.SheetDetailVO getBy(java.lang.Integer,java.lang.Boolean,java.lang.Boolean)>
<run.halo.app.controller.content.api.TagController$$InterceptorProxy: org.springframework.data.domain.Page listPostsBy(java.lang.String,org.springframework.data.domain.Pageable,javax.servlet.http.HttpSession,javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse)>-><run.halo.app.controller.content.api.TagController$$InterceptorProxy: java.lang.String getString()>
<run.halo.app.controller.admin.api.ThemeController$$InterceptorProxy: void updateContentBy(run.halo.app.model.params.ThemeContentParam,javax.servlet.http.HttpSession,javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse)>-><org.springframework.web.servlet.resource.ResourceUrlProviderExposingInterceptor: boolean preHandle(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse,java.lang.Object)>
<run.halo.app.controller.admin.api.ThemeController$$InterceptorProxy: java.util.List customPostTemplate(javax.servlet.http.HttpSession,javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse)>-><run.halo.app.controller.admin.api.ThemeController$$SpringCGLIB: java.util.List customPostTemplate()>
<run.halo.app.controller.admin.api.SheetCommentController$$InterceptorProxy: java.util.List listLatest(int,run.halo.app.model.enums.CommentStatus,javax.servlet.http.HttpSession,javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse)>-><run.halo.app.controller.admin.api.SheetCommentController$$SpringCGLIB: void <init>()>
<run.halo.app.controller.content.ContentContentController$$InterceptorProxy: java.lang.String password(java.lang.String,java.lang.String,java.lang.String,javax.servlet.http.HttpSession,javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse)>-><org.springframework.web.servlet.handler.ConversionServiceExposingInterceptor: boolean preHandle(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse,java.lang.Object)>
<run.halo.app.controller.admin.api.PostController$$InterceptorProxy: run.halo.app.model.dto.post.BasePostDetailDTO updateDraftBy(java.lang.Integer,run.halo.app.model.params.PostContentParam,javax.servlet.http.HttpSession,javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse)>-><org.springframework.web.servlet.resource.ResourceUrlProviderExposingInterceptor: boolean preHandle(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse,java.lang.Object)>
<run.halo.app.controller.admin.api.AttachmentController$$InterceptorProxy: run.halo.app.model.dto.AttachmentDTO updateBy(java.lang.Integer,run.halo.app.model.params.AttachmentParam,javax.servlet.http.HttpSession,javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse)>-><run.halo.app.controller.admin.api.AttachmentController$$SpringCGLIB: void <init>()>
<run.halo.app.controller.admin.api.AdminController$$InterceptorProxy: void sendResetCode(run.halo.app.model.params.ResetPasswordParam,javax.servlet.http.HttpSession,javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse)>-><org.springframework.web.servlet.resource.ResourceUrlProviderExposingInterceptor: boolean preHandle(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse,java.lang.Object)>
<run.halo.app.controller.content.ContentFeedController$$InterceptorProxy: java.lang.String feed(org.springframework.ui.Model,java.lang.String,javax.servlet.http.HttpServletResponse,javax.servlet.http.HttpSession,javax.servlet.http.HttpServletRequest)>-><org.springframework.boot.actuate.metrics.web.servlet.LongTaskTimingHandlerInterceptor: void <init>(io.micrometer.core.instrument.MeterRegistry,org.springframework.boot.actuate.metrics.web.servlet.WebMvcTagsProvider)>
<run.halo.app.controller.admin.api.MailController$$InterceptorProxy: run.halo.app.model.support.BaseResponse testMail(run.halo.app.model.params.MailParam,javax.servlet.http.HttpSession,javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse)>-><org.springframework.boot.actuate.metrics.web.servlet.LongTaskTimingHandlerInterceptor: boolean preHandle(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse,java.lang.Object)>
<run.halo.app.controller.admin.api.PhotoController$$InterceptorProxy: run.halo.app.model.dto.PhotoDTO getBy(java.lang.Integer,javax.servlet.http.HttpSession,javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse)>-><org.springframework.boot.actuate.metrics.web.servlet.LongTaskTimingHandlerInterceptor: void <init>(io.micrometer.core.instrument.MeterRegistry,org.springframework.boot.actuate.metrics.web.servlet.WebMvcTagsProvider)>
<run.halo.app.controller.admin.api.PostCommentController$$InterceptorProxy: org.springframework.data.domain.Page listComments(java.lang.Integer,int,org.springframework.data.domain.Sort,javax.servlet.http.HttpSession,javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse)>-><org.springframework.web.servlet.resource.ResourceUrlProviderExposingInterceptor: boolean preHandle(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse,java.lang.Object)>
<run.halo.app.controller.admin.api.SheetCommentController$$InterceptorProxy: org.springframework.data.domain.Page listComments(java.lang.Integer,int,org.springframework.data.domain.Sort,javax.servlet.http.HttpSession,javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse)>-><run.halo.app.controller.admin.api.SheetCommentController$$SpringCGLIB: org.springframework.data.domain.Page listComments(java.lang.Integer,int,org.springframework.data.domain.Sort)>
<run.halo.app.controller.admin.api.MenuController$$InterceptorProxy: java.util.List listDefaultsAsTreeByTeam(org.springframework.data.domain.Sort,java.lang.String,javax.servlet.http.HttpSession,javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse)>-><org.springframework.web.servlet.resource.ResourceUrlProviderExposingInterceptor: void <init>(org.springframework.web.servlet.resource.ResourceUrlProvider)>
<run.halo.app.controller.admin.api.PostController$$InterceptorProxy: java.util.List updateStatusInBatch(run.halo.app.model.enums.PostStatus,java.util.List,javax.servlet.http.HttpSession,javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse)>-><run.halo.app.controller.admin.api.PostController$$SpringCGLIB: java.util.List updateStatusInBatch(run.halo.app.model.enums.PostStatus,java.util.List)>
<run.halo.app.controller.admin.api.BackupController$$InterceptorProxy: void deleteExportedData(java.lang.String,javax.servlet.http.HttpSession,javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse)>-><org.springframework.boot.actuate.metrics.web.servlet.LongTaskTimingHandlerInterceptor: void afterCompletion(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse,java.lang.Object,java.lang.Exception)>
